"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"241036_at",2.16724329627545,5.23580179387603,9.33603539951898,6.53902161413553e-16,3.18362428096937e-14,25.5972810033554
"225662_at",-2.41843924973303,8.81155530042149,-9.33557838608647,6.5553848907406e-16,3.18875150268009e-14,25.5948118770815
"223595_at",-2.05320430323643,3.43268563334711,-9.32501927122513,6.94503478744746e-16,3.37528690669946e-14,25.537768781432
"212473_s_at",2.62474350923925,8.58681167329752,9.31780199181425,7.22457102005698e-16,3.50491056363456e-14,25.4987847965662
"218087_s_at",-5.11229071548586,6.60573481563636,-9.31503129459706,7.334840520938e-16,3.55525182165146e-14,25.4838201568816
"242865_at",2.19229211498756,5.97753104253719,9.31013185436981,7.53395468728992e-16,3.64852942894222e-14,25.4573597646326
"1557458_s_at",2.3219995601991,6.50490380067769,9.30841177393268,7.60513001443158e-16,3.6775856163301e-14,25.4480706380688
"1554464_a_at",-2.97960397332183,3.92166521375207,-9.30835703140714,7.60740618576927e-16,3.6775856163301e-14,25.4477750107326
"201540_at",-4.58313541000905,9.61978030499174,-9.3075338264736,7.64171673943931e-16,3.69090868135021e-14,25.4433294701921
"204719_at",-5.08302413762047,5.55162138124793,-9.2857404937723,8.60836245740085e-16,4.15046047053255e-14,25.3256614004519
"223519_at",-2.82832620338462,6.53203172089256,-9.2817690996265,8.79721826647139e-16,4.23777893144778e-14,25.3042233979663
"209613_s_at",-6.47069384201414,6.27092740561983,-9.27970474100526,8.89701308128082e-16,4.28207913925202e-14,25.2930803405001
"210762_s_at",-3.14492936044004,5.64913177100826,-9.27868487067734,8.94673126385673e-16,4.30222103651158e-14,25.2875753969833
"231998_at",-2.14943414488066,3.52916546180992,-9.27787480215063,8.9864190553182e-16,4.31750845210477e-14,25.2832029661334
"225864_at",2.7311378889129,8.5108108017438,9.27663084532904,9.04770644611743e-16,4.34313740071528e-14,25.2764886938677
"236000_s_at",2.54881553216799,6.86090593095868,9.27611839487745,9.07307496074476e-16,4.3514945041993e-14,25.2737227773822
"213150_at",-3.04458664897738,3.75712439409091,-9.27484731477991,9.13630549906168e-16,4.37797986994914e-14,25.266862312636
"205715_at",-1.62328390880373,2.91838894589256,-9.2595063906355,9.93500324097152e-16,4.74821942482621e-14,25.1840736767278
"219974_x_at",-2.51631524690102,5.17659698064463,-9.25579739986386,1.01383327492658e-15,4.84116456826293e-14,25.164061047298
"223356_s_at",-1.50979568659728,7.64140229960331,-9.25248286068107,1.03235463252917e-15,4.92530449681781e-14,25.1461778444745
"242143_at",2.13437501788518,7.06995384107438,9.25103374568263,1.04055779410019e-15,4.96011311180712e-14,25.1383596377607
"227705_at",-2.0255089195198,3.03673982233058,-9.24814791955115,1.05708799786108e-15,5.03451971106747e-14,25.1227907285481
"230494_at",2.19818027199321,7.24516032452066,9.24776664536184,1.05929145426894e-15,5.04062317338158e-14,25.1207338286756
"244646_at",2.71261080946946,5.70404285446281,9.24695428759065,1.06400151088842e-15,5.0586332702456e-14,25.1163513622936
"204112_s_at",-2.56114430774208,7.17333186584298,-9.24659046005976,1.0661177506814e-15,5.06429087910559e-14,25.1143886240448
"241986_at",-1.55177685798642,2.61053522955372,-9.24597521537087,1.06970593745083e-15,5.07692466407327e-14,25.1110695953039
"202726_at",1.70850933095928,4.67140699503306,9.24200167563372,1.09317192877902e-15,5.18379663538535e-14,25.0896345997299
"223333_s_at",-2.15928533423755,3.48657247990909,-9.23556045506158,1.13230619420065e-15,5.36007282839141e-14,25.0548910148002
"236346_at",2.13936608525226,7.8365810715124,9.23470618748172,1.13760022298669e-15,5.38047510309663e-14,25.0502834365981
"209683_at",-1.93674716493213,3.18694825012397,-9.23005440884708,1.16686409407946e-15,5.51411359929077e-14,25.0251948101305
"244876_at",-2.09546862130034,3.12002997414876,-9.22523055964669,1.19800337195026e-15,5.65637602429881e-14,24.9991803133795
"243305_at",1.83519331571663,6.50819474353719,9.21998962160874,1.23277481123693e-15,5.81552742056766e-14,24.9709190091664
"235701_at",1.9236759097845,5.08512938423967,9.21874689077401,1.24116631864944e-15,5.84644460889154e-14,24.9642180749345
"232136_s_at",-2.00578568672229,4.10224538395041,-9.2187024803901,1.24146725028314e-15,5.84644460889154e-14,24.9639786122435
"223300_s_at",-1.54436548824717,4.91706206252893,-9.21481410755683,1.2680994604066e-15,5.96672444042435e-14,24.9430130705979
"235060_at",2.59305241500792,7.75780436738017,9.21413783318952,1.2727892015277e-15,5.97850082418615e-14,24.9393668451735
"240594_at",1.75723535569684,5.99394824828926,9.21352417681885,1.27705967016131e-15,5.99341094129354e-14,24.9360582711494
"241751_at",1.65989362241177,5.5391779981157,9.21043430253196,1.29878030836666e-15,6.09012121440369e-14,24.9193995328491
"203010_at",-2.0450557080707,4.79696226644628,-9.21021060674417,1.3003670277707e-15,6.09233652470977e-14,24.9181935356951
"91826_at",3.14961091897681,6.9121735384876,9.20926803114214,1.30707416382069e-15,6.11851711531646e-14,24.9131119394677
"204438_at",-3.63807831494231,4.47185601192562,-9.20391569783678,1.34581929519121e-15,6.29449700295803e-14,24.8842581611081
"227006_at",-3.85611904235633,5.70714014624793,-9.20330481236295,1.35031362142418e-15,6.30493646970476e-14,24.8809651274749
"205339_at",2.20711742905317,7.11531064882645,9.20329883402977,1.35035767828519e-15,6.30493646970476e-14,24.880932900905
"242560_at",2.44631980018269,7.42466430501653,9.19988177896558,1.37577536174737e-15,6.41813292692301e-14,24.8625136226192
"226342_at",-2.55774923162443,5.56863832467769,-9.19924679617305,1.38055095412568e-15,6.43492100740167e-14,24.8590909387622
"202990_at",-3.37538920506278,7.35217241412397,-9.19762198630636,1.39284624512714e-15,6.4867008903174e-14,24.8503330675902
"49452_at",-4.25293495396776,8.20956771177686,-9.19662333334525,1.40045737856116e-15,6.51659635513458e-14,24.8449503654907
"209763_at",-5.46972826190837,6.34229765594215,-9.19232262572551,1.43371141899084e-15,6.66273547404948e-14,24.8217708197712
"1554595_at",1.99190004572795,7.23940841794215,9.19224730127032,1.43430080529607e-15,6.66273547404948e-14,24.8213648592102
"226550_at",2.34281864920532,6.2087979268843,9.19170845883543,1.43852410091134e-15,6.67668125783764e-14,24.8184607882518
"239246_at",2.91255763424717,6.87891682864463,9.19071971689907,1.44630585473632e-15,6.70710539505582e-14,24.8131320745236
"213237_at",1.76442614763518,5.93939038738017,9.18515842390755,1.49086360857967e-15,6.90787862704183e-14,24.7831618882243
"204476_s_at",-2.47470027139763,4.87323214687603,-9.17507129074892,1.57520392920214e-15,7.28015848090677e-14,24.7288093786564
"205345_at",2.27059394955204,6.10582847455372,9.17415716037698,1.58307825985457e-15,7.30420285717712e-14,24.7238842640138
"200831_s_at",-3.06811507651866,8.50285481704132,-9.16925975142275,1.62593772569033e-15,7.48931298669912e-14,24.6974996083258
"220176_at",-1.54211965045645,3.53393401027273,-9.16839490484005,1.63362568408028e-15,7.5183909324149e-14,24.6928405178258
"201348_at",-4.9361767705492,7.08435643934711,-9.16202225419018,1.691403173862e-15,7.77775176878929e-14,24.6585121445194
"226403_at",3.89448628388631,7.39954555633058,9.16036848925241,1.70672703794431e-15,7.84162191593322e-14,24.6496042573846
"204591_at",-3.28962959246606,3.84165687,-9.15118730625449,1.79435191009242e-15,8.23729560741419e-14,24.6001554371461
"201177_s_at",-1.58905762588009,9.69751515896694,-9.15079739815194,1.7981708589959e-15,8.24790198956385e-14,24.598055622803
"218261_at",3.47463952358315,6.29496602171074,9.14566913126457,1.84916018630157e-15,8.47467168365786e-14,24.5704392338456
"213700_s_at",1.75157082356788,6.26957042122314,9.13941678889848,1.91327962982177e-15,8.76118624459845e-14,24.5367731374707
"235360_at",-1.94011415616007,4.87563984860331,-9.1389050717101,1.91862451805508e-15,8.77830924892565e-14,24.5340179418438
"205034_at",2.94517201162613,6.39828458006612,9.12681598765033,2.04931638065585e-15,9.3527857355892e-14,24.4689354420892
"226808_at",1.63945439006052,5.09433202221488,9.12505517210023,2.06907850078757e-15,9.43510150379988e-14,24.4594572006275
"235391_at",-2.09035575490271,4.52903836376859,-9.12283470863133,2.09427041301478e-15,9.54201956929859e-14,24.4475051862048
"1569181_x_at",2.29389904691629,6.69408215609917,9.11497366813036,2.1859389861896e-15,9.95139167942682e-14,24.4051958908736
"209496_at",-3.30620570041629,8.64465090413223,-9.11423777312177,2.19472241670116e-15,9.98306556848054e-14,24.4012355191891
"218723_s_at",-3.04328454242987,7.75658428557851,-9.11180585558151,2.22400007718637e-15,1.01078307747435e-13,24.3881480474651
"230885_at",2.00588575423982,7.56320996708264,9.11080283585457,2.23618844852027e-15,1.01547843374456e-13,24.3827504302556
"1559491_at",2.87773462495306,5.54072725555372,9.10867844986085,2.26222359048009e-15,1.02559763523631e-13,24.3713186729533
"230058_at",1.7188362885345,5.40123574633058,9.10494874056004,2.30866554547397e-15,1.04578532476213e-13,24.3512494712145
"1569180_at",2.41356208149152,6.55076921538017,9.10167218477714,2.35024833785597e-15,1.06374029695592e-13,24.3336198349181
"218883_s_at",2.59219798172059,7.28871165038016,9.10124678584358,2.35570154794861e-15,1.06532656852018e-13,24.3313310411666
"236841_at",1.58202524241233,7.09194376320661,9.1007047385483,2.36266835631382e-15,1.06759415191288e-13,24.328414666058
"202426_s_at",-1.80153350678733,4.02009214050413,-9.0991605393366,2.38262838384321e-15,1.07536098694221e-13,24.3201065842443
"228730_s_at",-2.32028306800509,6.39892225886777,-9.09907102185999,2.38379061028615e-15,1.07536098694221e-13,24.3196249710196
"202107_s_at",2.49711158894514,6.80281054769421,9.09691970856414,2.41189222216469e-15,1.08714103253796e-13,24.3080509355781
"206481_s_at",-2.50696667701018,5.24809750227273,-9.09483499871192,2.43943879828709e-15,1.09865169931093e-13,24.296835686363
"225928_at",-1.57381947657353,4.74160119032231,-9.09377549219545,2.45355867984843e-15,1.10410140593179e-13,24.2911359642106
"209360_s_at",2.18822545679468,8.18964473954546,9.09360275842387,2.45586838697096e-15,1.10423194126346e-13,24.2902067365918
"1560512_at",2.2182630658043,6.76735357561157,9.09131384634975,2.48667995308983e-15,1.11716702083144e-13,24.2778937454165
"222494_at",-2.25230491029016,8.31340130814876,-9.08936503685593,2.51321679968601e-15,1.1281619747359e-13,24.2674107371157
"1554741_s_at",-2.28693359754073,6.18720388589256,-9.07980947685684,2.64747612600188e-15,1.18550988688905e-13,24.2160153796222
"201251_at",2.03389155835577,8.45247471891735,9.07807803022693,2.67255769129195e-15,1.19576179845652e-13,24.2067036827377
"239648_at",-1.63040208227093,4.95064372467769,-9.07217764657216,2.75982217563791e-15,1.23379621793134e-13,24.1749738804685
"226402_at",-1.96198359808937,4.08312905971901,-9.07032744360063,2.78776652989354e-15,1.24527071096347e-13,24.1650250209291
"242068_at",2.26805033517025,6.72666781983471,9.06862765809115,2.81368754327098e-15,1.25582339941503e-13,24.1558853025891
"229497_at",-2.39984803290158,3.84615476487603,-9.06843779711275,2.81659771634308e-15,1.25609690163995e-13,24.1548644423547
"208779_x_at",2.41388018902432,7.85641258741322,9.06648254764316,2.84674269922923e-15,1.26747277752735e-13,24.1443515183168
"208999_at",1.58312443810124,8.01120660661983,9.0626851918842,2.90621000239911e-15,1.2918457876518e-13,24.1239351793351
"241387_at",2.25417062858767,5.65108800696694,9.06107477143689,2.9318018555146e-15,1.30216300934412e-13,24.1152772799722
"203769_s_at",-2.41526507794909,5.05576555042149,-9.05955648583846,2.95613521381943e-15,1.31190497415241e-13,24.1071149675601
"242354_at",3.28599594604751,7.95289803965289,9.05216781753678,3.07745624670559e-15,1.36353257932438e-13,24.0673969707931
"227647_at",-2.26820971777432,4.13397749457025,-9.05200200676653,3.08023502029264e-15,1.36365870230365e-13,24.0665057175685
"202071_at",2.46688141956109,9.13340027266116,9.04916087121886,3.12823916566639e-15,1.38267159565732e-13,24.0512347256042
"1552789_at",-2.05214191868835,3.8076735502562,-9.0478948649195,3.14986919646465e-15,1.39110741774398e-13,24.0444302717426
"202286_s_at",4.51005055116799,10.8740139890661,9.04415047376039,3.21471929955582e-15,1.41860191850859e-13,24.0243061583222
"242673_at",2.16191848900113,5.61108777778512,9.04345612686679,3.22689031405646e-15,1.42282441871804e-13,24.0205745792529
"1557116_at",-2.55017173587726,6.6514078152314,-9.04208538070582,3.25105272533838e-15,1.43232318902398e-13,24.0132080290188
"211675_s_at",-2.70069283201357,7.85069384970248,-9.04052677976364,3.27874562776355e-15,1.44336084700461e-13,24.0048321726034
"229476_s_at",-5.79430022176923,5.260288957,-9.01638697011769,3.73893479620044e-15,1.64197799182537e-13,23.8751396645526
"217492_s_at",-2.01732227542421,8.24566736428926,-9.01423840871714,3.78288812183903e-15,1.65994709519702e-13,23.8635994944183
"202826_at",3.06782908169117,6.91278610675207,9.01346139653779,3.79890999319199e-15,1.66564076886746e-13,23.8594261982135
"225150_s_at",2.4454785859672,5.7687231916281,9.01093369884793,3.85150001034515e-15,1.6873458578976e-13,23.8458505133926
"233595_at",2.09707763588122,7.58282033982645,9.00579229338483,3.96071865687299e-15,1.73241834051625e-13,23.8182393866914
"223088_x_at",-2.28711784502771,6.34219647923967,-9.00398722467276,3.99979117559218e-15,1.74811017206637e-13,23.8085462388013
"225185_at",-3.32105968649209,6.92487481366116,-9.0017663267902,4.04839213599787e-15,1.76652705535262e-13,23.7966206018289
"208868_s_at",-1.51529378700962,4.21594777052066,-8.99967648750716,4.09466234308322e-15,1.78529237327013e-13,23.7853992166596
"231963_at",-2.12487491081787,2.82479271020661,-8.99882425226752,4.11368223395018e-15,1.79215598518905e-13,23.7808232821133
"221899_at",1.59130140563236,9.8068889488843,8.99747016518811,4.14408350869418e-15,1.80368004201536e-13,23.773552904775
"225721_at",-2.64732631903167,6.38664779907438,-8.99735266181634,4.14673216792558e-15,1.80368004201536e-13,23.7729220141977
"221521_s_at",2.84554210849435,6.64284731998347,8.99584338311257,4.18090338854678e-15,1.81709771676308e-13,23.7648186416656
"214063_s_at",-4.60790944659898,6.30444107534711,-8.99528233006841,4.19367747532858e-15,1.82120187421438e-13,23.7618063922863
"218024_at",-1.66692095365441,7.33761511476033,-8.99464213997594,4.20830087273972e-15,1.82610198584956e-13,23.7583693053687
"202724_s_at",-2.3792786500905,6.78447218922314,-8.98714202851584,4.38345231910589e-15,1.90059679260202e-13,23.718105725721
"1559038_at",1.62955122803903,6.58963906065289,8.98621709743238,4.40554952306228e-15,1.90866418520943e-13,23.7131407655484
"239243_at",2.00505707757296,4.83043130523967,8.9786440825415,4.59069909935591e-15,1.98573159222535e-13,23.6724930201656
"225792_at",2.72580375788801,5.62811528338016,8.9758486814291,4.66098478799555e-15,2.01294899908102e-13,23.6574904941144
"201706_s_at",-2.18726174516912,6.02938059904959,-8.97489094697718,4.68531120972397e-15,2.02185785628775e-13,23.6523506710848
"230256_at",2.61669308754582,6.38798275764463,8.97293795192657,4.73530993453848e-15,2.04182232390293e-13,23.6418699577744
"203603_s_at",-2.98823487277602,5.64629955612397,-8.97054062219039,4.79741149729149e-15,2.06534231192451e-13,23.6290053223251
"203661_s_at",-1.71364733768552,2.67756934671901,-8.96938704085356,4.8275829559892e-15,2.07669628732266e-13,23.6228151662687
"229292_at",2.71641301899321,6.29014166602479,8.96126253671684,5.04549881616704e-15,2.1670278693946e-13,23.579223100837
"226185_at",3.01991898211369,6.68700943371901,8.95281196125693,5.28256426675704e-15,2.26706594415181e-13,23.5338895114516
"209147_s_at",-2.60599605062104,7.10977768620661,-8.95024282853413,5.35681283325065e-15,2.29712738555278e-13,23.5201088803285
"243088_at",1.79138187208937,6.55808271881818,8.94599786901641,5.48177839803019e-15,2.34703393823258e-13,23.4973409100015
"213309_at",-2.26085903250735,5.50580750404959,-8.94252366339418,5.58621229967252e-15,2.38800748619699e-13,23.4787084511342
"218901_at",-2.88056918050962,6.61059128417355,-8.94076656917374,5.63978261303985e-15,2.40902433099964e-13,23.4692855382195
"236359_at",-1.9476444730379,3.49208797977686,-8.93836652388948,5.71378321493197e-15,2.43503681536791e-13,23.4564151976105
"235955_at",2.44156349181731,5.65519130632231,8.93835819874656,5.71404158046095e-15,2.43503681536791e-13,23.4563705548562
"202502_at",-2.05449155329299,8.22098609554545,-8.93746995965306,5.7416744961863e-15,2.44490695544381e-13,23.4516075069504
"209075_s_at",-1.55911391320588,10.205025563686,-8.93649348423622,5.77220608442815e-15,2.45599507911369e-13,23.4463714108987
"209550_at",-2.98295682955938,6.65913885631405,-8.92958510343442,5.99288140325056e-15,2.54395023853047e-13,23.4093301826138
"242918_at",2.40351948277715,6.76066446293388,8.92928741898745,6.00257700883771e-15,2.54608920060669e-13,23.4077341887642
"203123_s_at",1.78469969339253,7.63452199985124,8.92667532344709,6.08832617816911e-15,2.58045917667749e-13,23.3937302452558
"201340_s_at",2.61786344286199,5.53572781893388,8.90908284273638,6.69851109898986e-15,2.82811655858896e-13,23.2994344601223
"215306_at",-1.92816192761595,3.46505085213223,-8.90717583871819,6.76820989785679e-15,2.85533855065833e-13,23.2892151024372
"225822_at",3.1347338554655,5.7388844315124,8.90651288281579,6.79260903496321e-15,2.86342250567937e-13,23.2856625189368
"1555878_at",2.81882451528903,6.78325833839669,8.90513297320003,6.84367600015133e-15,2.88272715953986e-13,23.2782681608731
"228771_at",-2.94547823800057,6.78944846057025,-8.90041126476166,7.02132539581267e-15,2.95528072375718e-13,23.2529682123653
"213909_at",3.63997828945645,6.84601196278512,8.89870426107884,7.0866740667139e-15,2.98049157382756e-13,23.2438223652782
"202158_s_at",-2.60686534499039,5.34808162180992,-8.89693453304268,7.15506377328668e-15,3.00694167413105e-13,23.2343408179534
"225790_at",-1.85886467746833,4.11525843680992,-8.89509935306164,7.22667730637871e-15,3.03470492877309e-13,23.2245089979819
"217656_at",1.77443198207975,4.76400522531405,8.8925140017512,7.32877763522718e-15,3.07521809060665e-13,23.2106588818326
"205883_at",-3.4986355663914,4.48829325486777,-8.8922861841405,7.3378431756687e-15,3.07666085605588e-13,23.2094384669165
"208869_s_at",-2.00067428633823,6.1230532582314,-8.88907370439406,7.46687313572426e-15,3.12836236548448e-13,23.1922299313012
"229538_s_at",3.16194896332297,5.98114123958678,8.8852866764566,7.62188558565808e-15,3.18842076813968e-13,23.1719452588562
"201785_at",-3.09183607776414,8.10203471121488,-8.88363350795423,7.69055512658248e-15,3.21468732068728e-13,23.1630908389191
"219121_s_at",3.02350517669683,5.73840619195868,8.88345693229724,7.69792608358898e-15,3.21531022628134e-13,23.1621451138507
"218849_s_at",2.48745112844683,5.46799453338843,8.88264190840704,7.73203967739466e-15,3.2270936592485e-13,23.1577799598413
"223232_s_at",3.07400498154356,5.6232804313719,8.88239540747308,7.74238683802498e-15,3.22894737123582e-13,23.1564597510516
"203680_at",-3.89829991923473,7.68358556544628,-8.87829734999855,7.91644247095784e-15,3.29902051905198e-13,23.1345124628293
"1007_s_at",2.37807049357636,7.18737796849587,8.87364861977815,8.11860982662133e-15,3.38069301043809e-13,23.1096184825337
"1553986_at",3.74343074115271,7.21851292680165,8.87159317974243,8.20963023964924e-15,3.41599340451158e-13,23.0986124217306
"213317_at",-2.27041595148756,3.51911296716529,-8.86801795028549,8.37037942255716e-15,3.47758734747958e-13,23.0794697161076
"204963_at",-2.39557772943495,7.21087930558678,-8.86784216934499,8.37836324154817e-15,3.47826127738531e-13,23.0785285794036
"209218_at",3.43419966324717,7.5116086881157,8.86669848133532,8.43049412870887e-15,3.49724784891622e-13,23.0724053294197
"225207_at",-4.71922890195192,7.47888486582645,-8.86185482164881,8.65488065102353e-15,3.58489090602054e-13,23.0464743759664
"204227_s_at",-1.67709291705034,5.60521688777686,-8.85787661829871,8.84361650713755e-15,3.66029320611465e-13,23.0251788586414
"1552622_s_at",2.10422245799321,5.94568362213223,8.8457027735531,9.44702134351859e-15,3.89823314684437e-13,22.9600237167881
"211026_s_at",-3.51828160720531,6.36578289742975,-8.84373563688411,9.54830096785686e-15,3.93408707925828e-13,22.9494971947218
"223233_s_at",2.48880525786199,5.9224834826281,8.84032206074806,9.72662511899721e-15,4.00454238238835e-13,22.9312316338345
"201931_at",-2.13386958460238,8.15659914721488,-8.82955987740505,1.03108430958226e-14,4.2386868140158e-13,22.8736541674122
"239649_at",2.1847474789474,4.86805855027273,8.82103013036899,1.07985970906836e-14,4.42588677611037e-13,22.8280304292672
"235368_at",-3.06783940239423,7.41156025361984,-8.81424439154147,1.12029828903091e-14,4.58475366412912e-13,22.7917415082744
"213715_s_at",-2.02662115327828,4.69650410176033,-8.80973917124813,1.14797604853614e-14,4.68749741999354e-13,22.7676515889272
"202759_s_at",-2.97543773183088,5.21795463,-8.80405621099064,1.18386260367405e-14,4.83042446685662e-13,22.7372678112683
"212590_at",-2.61894162153563,4.23114903457025,-8.79692050743915,1.23050912952006e-14,5.01327024266089e-13,22.69912277133
"231956_at",2.57598289512726,6.36750665780165,8.79505475549066,1.2430046488975e-14,5.06040798052648e-13,22.6891501627446
"212713_at",-3.1230294892862,3.70327080276033,-8.79311031963592,1.25616163565534e-14,5.11016647540592e-13,22.6787574528965
"1556543_at",2.26283839194853,6.2318598156281,8.78892022745921,1.28498718166984e-14,5.22354454704819e-13,22.6563636935769
"241789_at",-2.88090032111652,4.4187539805124,-8.78381351355987,1.32101069643164e-14,5.36599255775633e-13,22.6290741218028
"221973_at",2.78924753134333,5.49603383765289,8.78125511032849,1.33943443991662e-14,5.43275801205052e-13,22.6154036243664
"218807_at",3.58705106766912,9.44631295189256,8.78099628805034,1.34131248246682e-14,5.436342474342e-13,22.6140206876734
"212492_s_at",2.46725550804299,8.25984577019835,8.7802596416526,1.34667203476516e-14,5.44998471508401e-13,22.6100846928086
"210058_at",2.53092780775962,5.84138005714876,8.77776819937402,1.36495734578892e-14,5.51989962137644e-13,22.5967731179338
"239383_at",1.98210068156618,5.28467990636364,8.77195881387693,1.40856002626501e-14,5.67524093117461e-13,22.5657371418415
"55872_at",2.09277262206448,7.65296001413223,8.76641426553793,1.45146790277352e-14,5.8438149914685e-13,22.5361200880943
"37892_at",5.376979471181,8.22281629399174,8.76451604021492,1.46645491039094e-14,5.89981031829467e-13,22.5259813405993
"236772_s_at",-1.81339890099943,4.38343354067769,-8.76430435798203,1.46813572129512e-14,5.90222945307433e-13,22.5248507383627
"240908_at",2.04889809808824,6.77042608623967,8.76229602731057,1.48417813393813e-14,5.96233941756557e-13,22.514124462768
"226405_s_at",1.95292971720305,6.75030384483471,8.76105414182,1.49418546077243e-14,5.99813436620652e-13,22.50749194933
"235926_at",1.93582550577093,7.14816314690083,8.76051517659347,1.49854941805254e-14,6.01123913661209e-13,22.5046135706457
"232489_at",2.24935905544457,5.60056029290909,8.75918064878982,1.50940968185175e-14,6.0503646888009e-13,22.4974866009307
"208650_s_at",4.47415865820079,10.1381690740413,8.7587856915902,1.51263881240546e-14,6.05886645188782e-13,22.4953773988977
"33494_at",-2.11616254529921,5.41601733690083,-8.75761897201403,1.52221802836782e-14,6.09277237928334e-13,22.4891468490863
"229063_s_at",-1.82747632784842,6.13906697077686,-8.75682233300012,1.52879342414894e-14,6.11461451831332e-13,22.4848927160149
"235705_at",2.03796812045702,5.52341177512397,8.75009654817005,1.5854470487632e-14,6.32732243730862e-13,22.4489796408014
"203744_at",2.60138961378337,7.65657053035537,8.74251237822745,1.65184264162041e-14,6.58749062221708e-13,22.4084902177734
"1554455_at",1.5214242548405,6.49621905520661,8.73984555547792,1.67584140948699e-14,6.67832573350592e-13,22.3942547094764
"208651_x_at",3.64817501631335,8.17164408433058,8.73551864044371,1.71552020347913e-14,6.82649687956487e-13,22.3711596141528
"222722_at",-4.16196720707013,4.77374263695868,-8.73447512868938,1.7252286221854e-14,6.86013635767178e-13,22.3655901945098
"214212_x_at",-2.18852983159898,6.86013622087603,-8.73411986303438,1.72854634086478e-14,6.86833366183008e-13,22.3636941072836
"222209_s_at",-2.41888276998812,7.17256841669422,-8.73155156573037,1.75272062543346e-14,6.95933189510343e-13,22.3499873514418
"217734_s_at",1.57046832689932,8.8927581177438,8.71576303186802,1.90890556283896e-14,7.56848525367803e-13,22.2657446708817
"239179_at",1.86844226245476,5.98315571676859,8.71340476837015,1.93339474477837e-14,7.66002591817082e-13,22.253164561933
"228885_at",-3.20452203744966,4.55700238886777,-8.7085186388071,1.98513434526224e-14,7.8593208057359e-13,22.2271019688796
"204273_at",-3.18733889389536,4.35729160893388,-8.70533640248054,2.01957028917125e-14,7.98409295447855e-13,22.2101296546376
"209005_at",-1.99728411216119,6.86227881823967,-8.7021567929667,2.05457182159411e-14,8.11505169247149e-13,22.1931727084731
"223082_at",-2.17378165031504,8.26599230486777,-8.70205838672717,2.05566467198409e-14,8.11505169247149e-13,22.1926479269399
"213228_at",-3.07097237167025,3.72265202893388,-8.69302440349923,2.15849693969276e-14,8.51484994067111e-13,22.1444769929899
"203124_s_at",1.57691453190554,7.27211749876033,8.69262247745845,2.1631891408515e-14,8.52720737390452e-13,22.142334102187
"215241_at",-2.35158478171041,2.94984228176859,-8.68976017840145,2.19689943487678e-14,8.65385278111586e-13,22.1270742296033
"204320_at",4.94198044944231,7.56737814770248,8.6884530696293,2.21246718464194e-14,8.7089016069329e-13,22.1201059652016
"224218_s_at",3.07865544682693,6.61152613426446,8.68654908113275,2.23534054020268e-14,8.78628641521075e-13,22.1099561188006
"219427_at",-1.65211474509728,3.33552886172727,-8.68624041897766,2.23907073329047e-14,8.7946258866851e-13,22.1083107384755
"213905_x_at",2.73755423494174,8.72169903466942,8.67690835000042,2.35482311357634e-14,9.24263845906577e-13,22.0585705501457
"201510_at",2.45849010606561,6.12521490280165,8.67553505723061,2.37235267903648e-14,9.30476203201718e-13,22.0512518635239
"233124_s_at",-2.32337914692534,6.26433067259504,-8.67401923810849,2.39185242066575e-14,9.37451835841578e-13,22.0431739107319
"244674_at",2.00122210954129,5.88122629601653,8.66879802618468,2.4602485071771e-14,9.63567959383296e-13,22.0153519539198
"221870_at",-2.55285650949264,6.88096474621488,-8.66781221599621,2.4733791385842e-14,9.68017211181755e-13,22.0100993460985
"204053_x_at",-2.02673622535068,8.11747600360331,-8.66585114737388,2.49970766560929e-14,9.77621721152991e-13,21.9996507492214
"227576_at",2.12611108885351,7.84414404157025,8.65845737789126,2.60150710078009e-14,1.01598143382251e-12,21.9602614159914
"201036_s_at",-2.16417584598925,10.341672785438,-8.65671762847161,2.62605412829215e-14,1.02483589910331e-12,21.9509942255598
"228303_at",3.73281226107919,6.37159340212397,8.65475761810575,2.65398526254523e-14,1.03499746240842e-12,21.9405542636577
"204093_at",-1.84936814650792,6.35184279147107,-8.65449002847188,2.65782142513803e-14,1.03575471432232e-12,21.9391289932365
"222640_at",1.5563984631793,5.95536189467769,8.65018723343703,2.72026979315107e-14,1.05933583290979e-12,21.9162122528371
"208658_at",1.8922042605164,8.11513347658678,8.64732113129529,2.76267521442759e-14,1.07508375337244e-12,21.9009487813872
"212793_at",-2.137100275569,4.3953473727438,-8.64694598139213,2.76827423387044e-14,1.07573129876948e-12,21.8989509991824
"236007_at",1.96340504433315,7.73386314502479,8.6448728428982,2.79941963704491e-14,1.08706156715505e-12,21.8879112872981
"212115_at",1.7738630306052,9.78009442634711,8.6421954086083,2.84016029469849e-14,1.10209910654819e-12,21.8736545125421
"226670_s_at",3.24650909982126,5.98754465891736,8.63227280832069,2.99635984482153e-14,1.15974346662892e-12,21.8208274751636
"227762_at",-3.13649184668495,4.72219192718182,-8.62577189121877,3.1033031502641e-14,1.19910317837943e-12,21.7862246502959
"227350_at",2.18836520370815,5.08457737859504,8.62444828803612,3.12553827522724e-14,1.20599015665525e-12,21.7791801552882
"229949_at",1.54537038043722,9.43715537857851,8.62395567290188,3.13385412073097e-14,1.20834607934391e-12,21.7765584167255
