"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"200785_s_at",-2.0266621285707,6.15829298403306,-6.10925164334145,1.27646595820848e-08,1.84485266362804e-07,9.08240147128469
"244787_at",-0.96575410595136,2.95326913568595,-6.10800187668236,1.28410997531176e-08,1.85540996036391e-07,9.07657088594369
"203498_at",-1.55712622870419,5.6849783071405,-6.10587400254969,1.29722853009191e-08,1.87386974591216e-07,9.0666450654682
"203452_at",1.23699876808654,5.07974705773554,6.10478421613569,1.30399812411316e-08,1.88315101521096e-07,9.06156227665759
"239740_at",0.955910973772622,4.30691118982645,6.10328031183559,1.31339725011469e-08,1.89622378267813e-07,9.0545488115622
"209502_s_at",1.50380388873417,6.0264834592562,6.10275098828615,1.31672125332744e-08,1.9005209748067e-07,9.05208052359829
"224844_at",-1.084772793806,8.26446929160331,-6.10219421776861,1.32022654460867e-08,1.9050774960802e-07,9.04948436855289
"227755_at",1.50094481390045,6.94009270797521,6.09994626854313,1.3344726577299e-08,1.92512645280692e-07,9.03900370764648
"213090_s_at",1.11546734600622,6.90385347643802,6.09894186165275,1.34088673504048e-08,1.93386922285251e-07,9.03432149356727
"232501_at",-0.157198823215497,2.34171819657025,-6.09882520552735,1.34163365596595e-08,1.93443618512495e-07,9.03377770729831
"216247_at",-1.11367593577319,3.08817787894215,-6.09838224650122,1.34447354409247e-08,1.93801980024402e-07,9.03171292716374
"203039_s_at",-1.10299957302545,8.12402392395868,-6.09708511906587,1.35282370467969e-08,1.94954233140121e-07,9.02566703415137
"201959_s_at",-1.1944551077698,8.80366257763636,-6.09636902485901,1.35745533714786e-08,1.95570146399366e-07,9.022329617544
"216100_s_at",-0.591142579324661,2.50528614021488,-6.09593898765081,1.36024427013797e-08,1.95920325262892e-07,9.02032549205311
"219598_s_at",-0.983758202645932,10.1865049702975,-6.09415225677884,1.37189228021946e-08,1.97545984780086e-07,9.01199948749228
"218052_s_at",1.42064503889084,6.99247173053719,6.09204520643915,1.38575460563536e-08,1.99489555195138e-07,9.00218246701509
"225259_at",-1.26863301378563,3.16557249171901,-6.09157317338175,1.388878957082e-08,1.99886699074647e-07,8.99998344789149
"212457_at",-1.10888712447229,8.77931561739669,-6.09134008992833,1.39042427295678e-08,2.00056439799768e-07,8.99889763534556
"219474_at",1.9953993659095,5.36967422715702,6.09122566756815,1.39118349841551e-08,2.00113017037274e-07,8.99836461005401
"202350_s_at",-3.1896849441233,6.38807287842149,-6.08822908913001,1.41121245896675e-08,2.02940665949519e-07,8.98440721468543
"216598_s_at",-2.03801559843948,5.74174288394215,-6.08655522881438,1.42252361153511e-08,2.04513485302871e-07,8.97661231488929
"212280_x_at",0.75663795974265,7.2777026218843,6.08574291201668,1.42804494868379e-08,2.0525330591295e-07,8.97282989101854
"208072_s_at",1.44150593108824,6.51675454181818,6.08519536384805,1.43177853201509e-08,2.05708260788437e-07,8.97028046969203
"213412_at",1.57035646232749,4.96785722491736,6.0851683818722,1.4319627627998e-08,2.05708260788437e-07,8.97015484290088
"222409_at",-1.42673036216742,8.28365383584297,-6.08384306154599,1.44104069648318e-08,2.06957972367266e-07,8.96398457487517
"231546_at",-0.653346382570134,2.55054744904959,-6.08315865707659,1.44575073841867e-08,2.07579888715968e-07,8.96079848275943
"242194_at",0.564273211407804,4.02995745020661,6.081787039831,1.45523576762727e-08,2.08886887884014e-07,8.95441379205573
"222740_at",1.89032233197681,7.00257425228926,6.07845660689539,1.47852185391819e-08,2.12173706989441e-07,8.93891423231557
"205782_at",-0.854549449855205,2.78671491612397,-6.07822325358372,1.48016710656048e-08,2.12354071244278e-07,8.93782839265368
"212788_x_at",-1.07293144743212,13.2518960738017,-6.07798721381185,1.48183313154005e-08,2.12537320217609e-07,8.93673007466215
"209127_s_at",1.09230329811255,7.76325153202479,6.07530093762977,1.50092390612275e-08,2.15219025877947e-07,8.92423212887483
"202709_at",-2.55032860514366,7.73565080180165,-6.07510913465538,1.50229622113435e-08,2.15320616665992e-07,8.92333987347708
"240636_at",1.14510127662669,5.38017008449587,6.07509183855879,1.50242003215502e-08,2.15320616665992e-07,8.92325941385023
"225739_at",1.20848561947624,4.41756495691736,6.07469536085291,1.50526089984413e-08,2.15671225626252e-07,8.92141507421856
"210764_s_at",-1.93387313400113,5.86512351617355,-6.07190570674665,1.52539938843956e-08,2.18499375328617e-07,8.90843992049936
"232427_at",0.778753302810522,3.90659760110744,6.07182315566228,1.52599934226542e-08,2.18528061912944e-07,8.90805600924157
"228299_at",-0.810301016241516,8.82192409724793,-6.07164511018906,1.52729410755164e-08,2.1865620667815e-07,8.90722800208194
"204600_at",1.5812375638897,6.98224270343802,6.07118115201125,1.53067313713701e-08,2.19082601499911e-07,8.90507040724564
"1555303_at",1.27130701518213,5.83521342141322,6.07013353941897,1.53833001202352e-08,2.20120893502711e-07,8.90019890076407
"238449_at",0.908647901083713,5.0552261323719,6.06916555166738,1.54543838881847e-08,2.21080177678309e-07,8.89569805178775
"204298_s_at",-1.4359218371612,3.61530282828099,-6.06819267728052,1.55261519099167e-08,2.22017038545861e-07,8.89117486266301
"239969_at",0.854013776234733,4.83760431395041,6.06816774384451,1.55279955262803e-08,2.22017038545861e-07,8.89105894455424
"201927_s_at",1.4870516076776,5.33925437740496,6.0671805140571,1.56011660543565e-08,2.23004903012273e-07,8.8864694135446
"1570021_at",1.18059086384276,5.95204751512397,6.06623791328836,1.56713451490892e-08,2.23949502359239e-07,8.88208772578907
"204840_s_at",-1.29024592122511,5.25470314981818,-6.06600981982811,1.5688373894376e-08,2.24134267748891e-07,8.88102748533907
"223167_s_at",-1.26898608741573,5.76102082423967,-6.06528872477682,1.57423283663808e-08,2.2484634363424e-07,8.87767577771368
"210105_s_at",-1.61382811696493,6.85166630793388,-6.06494293293419,1.57682662212981e-08,2.2515799311817e-07,8.87606858406731
"212472_at",1.97214319699548,5.49064320640496,6.0643047117969,1.58162496033401e-08,2.25784189833583e-07,8.87310234562994
"203739_at",1.25709960433767,8.76644815249587,6.06422963119209,1.58219038183697e-08,2.25805949169763e-07,8.8727534069122
"238134_at",1.80507998113349,4.41814152685124,6.06409503934217,1.58320447170795e-08,2.25891713180147e-07,8.87212789411522
"202108_at",-1.46348820121041,6.12807421052893,-6.06275524927961,1.59333410423476e-08,2.27277699319164e-07,8.86590164740667
"218154_at",1.03326652584332,6.95246899830579,6.06210909070837,1.59824220964558e-08,2.27918343276923e-07,8.86289909124162
"226533_at",-1.25464313865781,3.41105506255372,-6.06195626556895,1.59940521415006e-08,2.28024719905226e-07,8.86218897127698
"203321_s_at",0.78064203765215,6.8801555127438,6.06154240060905,1.60255892012439e-08,2.28414778305007e-07,8.86026594657508
"203767_s_at",-2.06351611843213,5.00463947675207,-6.06118640737729,1.60527652678651e-08,2.28723685292542e-07,8.85861187848143
"214394_x_at",0.530836730825792,14.0034863307438,6.06114893113255,1.60556287910887e-08,2.28723685292542e-07,8.8584377538274
"220668_s_at",1.27807095208993,6.27151117942975,6.05895121873254,1.62244350695086e-08,2.31068243663814e-07,8.84822758876695
"225230_at",-1.596347701694,7.68228160750413,-6.05854602893205,1.62557476603923e-08,2.31453907117695e-07,8.8463453655024
"220349_s_at",1.13315757746097,6.49626603882645,6.05803060587493,1.62956648228126e-08,2.31961852170602e-07,8.84395117313949
"236402_at",-1.10768474878959,2.99957869626446,-6.05744806798041,1.63408957440583e-08,2.32545152214051e-07,8.8412453551235
"218342_s_at",1.54178244243665,5.93320868657025,6.05692707896256,1.63814522748616e-08,2.33061645362492e-07,8.83882554067882
"226039_at",2.16638320028054,8.09478900204959,6.05617864331807,1.64398877079724e-08,2.33832169727729e-07,8.83534950757287
"230257_s_at",-1.2639913862319,4.5514705704876,-6.05592319851689,1.6459878884609e-08,2.34055624971651e-07,8.83416317219206
"1567222_x_at",-0.531219663403844,2.59014848018182,-6.05563384383593,1.64825527289337e-08,2.34317101002197e-07,8.83281938468412
"235296_at",-0.922272217873304,2.72535520710744,-6.0547209611598,1.65542877070541e-08,2.35275716242055e-07,8.8285801031609
"210243_s_at",1.43061811054525,6.64217075730579,6.05215428393261,1.67576278786269e-08,2.38103769299358e-07,8.81666267490724
"202183_s_at",1.52504798951245,6.03978759219008,6.05042232194244,1.68962248229609e-08,2.40010676070509e-07,8.8086224527787
"224224_s_at",-0.425176981948529,2.38455448590909,-6.05002733031944,1.69279907436256e-08,2.40399452963046e-07,8.80678896855946
"229795_at",1.46042542243269,4.59075403939669,6.04918288532193,1.69960995668417e-08,2.41304010339411e-07,8.8028694104474
"222689_at",-1.92301772591912,6.0042866285124,-6.04854305388512,1.7047884588185e-08,2.41976399236504e-07,8.79989977522985
"225570_at",-0.857220823571265,4.33058412761157,-6.04848734831941,1.70524004747516e-08,2.4197767868078e-07,8.79964123811524
"212438_at",-0.878571335165161,7.10086687555372,-6.04803373522864,1.70892173618557e-08,2.42393346201484e-07,8.79753600494357
"238563_at",1.14680295592421,6.33705571941322,6.04801721517107,1.70905596635888e-08,2.42393346201484e-07,8.79745933639482
"226546_at",-0.812971766471718,6.4637849788595,-6.04579167799935,1.72723416866409e-08,2.44908008744059e-07,8.787131772413
"211713_x_at",1.325564685125,5.99008884440496,6.0444599849905,1.73820220543261e-08,2.46399288519648e-07,8.78095303883202
"225389_at",-1.22184850635125,8.56545771159504,-6.04311549389835,1.74934510405166e-08,2.4791457637124e-07,8.77471565715364
"225525_at",1.45547333023869,7.62119977228099,6.04022210783805,1.77356367942817e-08,2.51281664091047e-07,8.76129511616875
"222395_s_at",1.42036049593778,7.38325342875207,6.03878607662402,1.78570581552757e-08,2.52936439025829e-07,8.75463556503997
"1557675_at",1.20128918619853,6.15854029571901,6.03854234360632,1.78777475799351e-08,2.53163908037543e-07,8.75350534398973
"215693_x_at",0.782526937857464,9.05537399608265,6.03752575131401,1.79642960449044e-08,2.54323637041727e-07,8.74879153714755
"232931_at",1.08768925550169,4.86404491809917,6.03721814342128,1.79905655868567e-08,2.54623828150592e-07,8.74736528220149
"203939_at",-1.64159655799095,4.70032285247934,-6.0371684338159,1.79948143022202e-08,2.54623828150592e-07,8.74713480223535
"218517_at",-1.32094262361029,7.55834380780165,-6.03560374904612,1.81290543508801e-08,2.56456933152489e-07,8.73988061288553
"230777_s_at",1.10733541531957,6.0498575971157,6.03469157886947,1.8207766498828e-08,2.57503785132804e-07,8.73565207156892
"238530_at",-0.865413010252266,3.10355424371901,-6.03461152498417,1.82146904488671e-08,2.57535091877892e-07,8.73528098250106
"228051_at",2.67254006490498,6.37976235128099,6.03401268916631,1.82665665898075e-08,2.58201791183487e-07,8.7325051673831
"212397_at",-1.54130020585746,8.18098876864463,-6.03204392464961,1.84381430979011e-08,2.60559698598537e-07,8.72338028148854
"244197_x_at",1.39591054997907,10.4135683595207,6.03089875610878,1.85386714794883e-08,2.61912626134631e-07,8.7180733497468
"232712_at",-2.02314909864876,3.12110629282645,-6.03033712175138,1.85881711561389e-08,2.62544112105889e-07,8.71547082366892
"214093_s_at",1.27197462174943,6.91931499701653,6.03025178857754,1.85957033610061e-08,2.62582665615447e-07,8.71507541431881
"239551_at",1.54958882885181,4.07774844236364,6.03009381887563,1.86096549795466e-08,2.62653494810716e-07,8.71434343607018
"224807_at",1.3735297940198,6.78413109617355,6.03008621063704,1.86103271860396e-08,2.62653494810716e-07,8.71430818231943
"209343_at",2.8710012813405,9.04385171724793,6.02999689193326,1.86182204971284e-08,2.62697085336902e-07,8.71389431440129
"202115_s_at",0.691507189171385,5.85290716014876,6.02992905026848,1.86242180290191e-08,2.62713911438756e-07,8.71357996485509
"207064_s_at",-0.487954387146492,2.39656530302479,-6.02959546984,1.86537357932985e-08,2.63062420556769e-07,8.71203432176798
"222133_s_at",1.3629996025181,5.00595526465289,6.02948887401684,1.86631779042305e-08,2.6312770807473e-07,8.71154042019294
"206346_at",2.23224644295701,4.8043202421157,6.02915104914836,1.86931330136704e-08,2.6341877721992e-07,8.70997517158021
"225978_at",-1.2909458254259,5.21284804620661,-6.02914737883385,1.86934587217794e-08,2.6341877721992e-07,8.70995816611761
"213564_x_at",-2.41351651599661,11.2176134101157,-6.02805706688775,1.87904616909947e-08,2.64717467909078e-07,8.7049067286454
"232071_at",-1.11452914396946,4.96926713467769,-6.02772026331075,1.88205263664581e-08,2.65072714859891e-07,8.70334640906031
"1558293_at",-1.0265870931052,4.13913345185124,-6.02576411842299,1.89960781918247e-08,2.67476326329646e-07,8.69428503774433
"221250_s_at",0.841353073133488,6.16469137208265,6.0242096419434,1.91367296447526e-08,2.69387408168601e-07,8.6870854151787
"201960_s_at",-1.14690168527828,10.1544329587107,-6.02309108347379,1.92385713675677e-08,2.70751322914224e-07,8.68190537694913
"215794_x_at",-1.1662630226776,5.18946435097521,-6.02298555775418,1.92482066537376e-08,2.70817215335333e-07,8.68141671435521
"228916_at",-1.20686745015894,5.38654107229752,-6.02264981690663,1.92788938638007e-08,2.71179192694444e-07,8.67986201477031
"232628_at",-1.77643768791629,5.24579400023141,-6.02181885586582,1.93550518821543e-08,2.72180417092795e-07,8.67601432050859
"209442_x_at",1.65692485641573,6.63690401776859,6.01968634942749,1.95518530434264e-08,2.74877234545985e-07,8.66614122575443
"1564277_a_at",-0.547621237503393,3.78891052564463,-6.01949102633026,1.95699767106626e-08,2.7506102570894e-07,8.66523701053906
"242693_at",1.62464501102998,5.68228761633058,6.0194370533626,1.95749876732233e-08,2.7506102570894e-07,8.66498715457924
"239937_at",1.43785707325566,5.21947236472727,6.01891952603041,1.96231000542012e-08,2.75666237272212e-07,8.66259143646565
"229382_at",-0.393896763158931,2.46508072115702,-6.01834455154354,1.96766893664269e-08,2.76348058337887e-07,8.65992991490813
"236031_x_at",-0.548855555979072,2.46149019804959,-6.01743547301633,1.9761711801287e-08,2.77470876408671e-07,8.6557221229026
"213179_at",0.866573299227945,7.38957394921488,6.01703752996131,1.97990433368032e-08,2.77923669946012e-07,8.65388029671275
"1562497_at",1.76218247011143,4.8926488605124,6.01592224751675,1.99040391271866e-08,2.79325805769745e-07,8.64871870731394
"1553099_at",1.48350342052715,5.50814007571074,6.01407417705268,2.00792276192089e-08,2.81702056498985e-07,8.64016685780485
"235555_at",1.11492950813518,3.7941466048595,6.01402752838133,2.00836692498042e-08,2.81702056498985e-07,8.63995101165737
"202095_s_at",2.29268000719287,5.35812557253719,6.0126130123279,2.02188112593272e-08,2.8352487961111e-07,8.63340638701147
"218355_at",1.96872118930091,4.65094969876859,6.01211695464388,2.02664156681306e-08,2.84119558116678e-07,8.63111144237518
"230319_at",-1.96501166088009,3.09380991235537,-6.0103174351092,2.04400338615e-08,2.86480095200593e-07,8.6227870542029
"209703_x_at",-0.661476195834275,5.52509528419008,-6.00984458858425,2.04858962331152e-08,2.87049302036282e-07,8.62059993669581
"204362_at",-1.8928394829819,7.55925931478512,-6.00855248990396,2.06117359879737e-08,2.88696652481474e-07,8.6146238962184
"238012_at",1.55059664526075,4.89358327096694,6.00852907465237,2.06140234346168e-08,2.88696652481474e-07,8.6145156054895
"204139_x_at",1.44258887992591,6.03821258476033,6.00764969795323,2.07001110145968e-08,2.89828058827934e-07,8.61044883215435
"236831_at",-1.26742404902376,4.21583426780992,-6.00759495428104,2.07054818757686e-08,2.89829037777176e-07,8.6101956745967
"226653_at",-1.61516808351018,3.50663675850413,-6.00678647233762,2.07849610946584e-08,2.90866571418617e-07,8.60645706067601
"227780_s_at",-1.76487617790328,5.34081395968595,-6.00673284657741,2.07902434586914e-08,2.90866571418617e-07,8.60620909184289
"228746_s_at",-1.65117530517704,5.90052751186777,-6.00667351755716,2.07960891552879e-08,2.9087392544522e-07,8.60593475216134
"243630_at",0.724488565175337,4.24738124640496,6.00451983488723,2.10093889546929e-08,2.93782184423998e-07,8.59597702113838
"212112_s_at",-1.46675530770814,7.96239226287603,-6.00428378116278,2.10328979539524e-08,2.94035718648005e-07,8.59488572322078
"206074_s_at",1.61648924028281,7.05282129702479,6.00351566810026,2.11095747397559e-08,2.95032208306788e-07,8.59133482523265
"243993_at",1.71443622269457,6.83580888573554,6.00324816539748,2.11363426045581e-08,2.95330828495838e-07,8.59009824817885
"200799_at",1.12460375183371,12.4200623514711,6.00273862710644,2.11874222659853e-08,2.95968909655786e-07,8.58774290171882
"209088_s_at",0.821581654174771,9.4810750941405,6.00154175686243,2.13078825037108e-08,2.97575600482858e-07,8.58221077634669
"236022_at",1.51578402186482,6.14794356589256,6.00076917089132,2.13859974079613e-08,2.98590247262585e-07,8.57864007416529
"213459_at",1.51963052801527,5.163359729,6.00048507050215,2.14147930497571e-08,2.98915958640661e-07,8.57732709397398
"235314_at",1.11638329459615,5.4490652398595,6.00005319344752,2.14586399352865e-08,2.99451541210258e-07,8.57533122233602
"212589_at",-2.12855084559842,6.33173716066116,-5.99993598606281,2.14705547825058e-08,2.99541358186656e-07,8.57478957474794
"204036_at",-1.73202480634219,6.2336396281157,-5.99822825094021,2.16448957551965e-08,3.01896600871268e-07,8.56689830329295
"229666_s_at",1.72524020268099,7.1449379658843,5.99657411965596,2.18150904651546e-08,3.0419282611128e-07,8.55925587683732
"236107_at",1.37054215940102,4.53605459804959,5.99622453549036,2.18512274038755e-08,3.04619035774322e-07,8.55764087069429
"215393_s_at",-1.08248116054468,2.62779465727273,-5.99612020164028,2.18620239142152e-08,3.0469185763694e-07,8.55715887977949
"202017_at",-1.83076638794683,4.62024134264463,-5.99562422434816,2.19134195867826e-08,3.05330330251615e-07,8.55486767576038
"240156_at",-1.13035343964932,3.20616126950413,-5.99384637068512,2.20986272751956e-08,3.07832470387597e-07,8.54665558306014
"228723_at",1.33282186331844,5.69205767499174,5.99269570555747,2.2219316754675e-08,3.0943483025009e-07,8.54134123600707
"227527_at",1.32993097412444,8.1777046503719,5.99193455427511,2.22995071070854e-08,3.10472511097502e-07,8.53782615935663
"238172_at",0.808851313540728,4.6807534142314,5.99177122286842,2.23167517541367e-08,3.10633503604232e-07,8.53707190895149
"219304_s_at",-2.61565956969118,6.31199249028099,-5.9907675574863,2.24230075140483e-08,3.12033070967317e-07,8.53243731052934
"241905_at",1.44875886534107,6.94147143913223,5.99065980776469,2.24344442389363e-08,3.12112783400469e-07,8.53193978231683
"203942_s_at",0.841670281892534,4.13680053185124,5.9893613622129,2.2572714845885e-08,3.13956546476409e-07,8.5259446613462
"242500_at",-0.64213063185803,2.59005771560331,-5.98877274142044,2.26356722215808e-08,3.14752130904102e-07,8.52322713916972
"228868_x_at",1.7232761347121,5.13188694723141,5.98735536798466,2.27879797096247e-08,3.16789420448444e-07,8.51668405138741
"204326_x_at",-2.02619108642817,9.81710009828926,-5.9857394535887,2.2962850670589e-08,3.19139262942159e-07,8.50922544399891
"218900_at",1.32389428225226,4.1026171261157,5.98553078122771,2.2985528685556e-08,3.19373260707185e-07,8.50826234975965
"1560537_at",-0.413726445701922,2.39308082630579,-5.98491549401916,2.30525248255332e-08,3.20222762915658e-07,8.50542269405682
"219623_at",0.854094743011879,6.41127835981818,5.98416435192694,2.31345738070496e-08,3.21280879578469e-07,8.50195625739631
"228142_at",-1.2476245484259,3.69674096680165,-5.98322722612642,2.32373406349574e-08,3.22593174850595e-07,8.49763185448025
"207943_x_at",-1.58501490030204,6.27492317924793,-5.98319512296544,2.32408690578234e-08,3.22593174850595e-07,8.49748371966038
"221768_at",1.73737025668891,7.04535577101653,5.98220293678441,2.33501790872923e-08,3.24028183146626e-07,8.49290564835101
"226723_at",-1.20832678646041,6.65550045889256,-5.98164094743259,2.34123178961553e-08,3.24808038815603e-07,8.49031274011952
"203839_s_at",1.34992036699944,6.58635782114876,5.98130773147564,2.34492380765879e-08,3.2523771989788e-07,8.48877540913012
"204939_s_at",-1.98178323020079,4.33086220839669,-5.98062409552424,2.3525163813786e-08,3.2620804755738e-07,8.48562151842918
"207986_x_at",0.816942071601808,7.85548772404132,5.98023339086199,2.35686645405394e-08,3.26728380769267e-07,8.48381912594912
"226731_at",-1.82491348404242,6.42812286320661,-5.9791560623681,2.3689023239187e-08,3.28313649075424e-07,8.47884953944536
"211896_s_at",-2.78339606586877,9.66908618492562,-5.97892509487532,2.37149053427276e-08,3.28589064777909e-07,8.47778417691996
"221765_at",1.71011522885804,8.62891290667769,5.97860364343185,2.37509732846418e-08,3.290054381398e-07,8.47630148423394
"205721_at",-0.326512886256785,2.42911311938843,-5.97818288271443,2.37982655241186e-08,3.29498625390456e-07,8.47436079296858
"214761_at",-1.80513571527319,6.58590186919008,-5.9781796469848,2.37986295686678e-08,3.29498625390456e-07,8.47434586896978
"228000_at",0.62444395708145,5.55040940122314,5.97603898936094,2.40406732094427e-08,3.32765520943362e-07,8.46447357022873
"221425_s_at",-1.08956127091289,4.13979743380165,-5.97587147500502,2.40597157381687e-08,3.3294481346099e-07,8.46370110670622
"243805_at",-0.170927147914026,2.35046606158678,-5.97505381983531,2.41528772485104e-08,3.34149434099774e-07,8.45993079838833
"218349_s_at",1.06591825536086,4.28090052833884,5.97382018127986,2.42941059914487e-08,3.36018276013776e-07,8.45424286528353
"228536_at",-0.890768853628959,5.06000683814876,-5.97268763859819,2.44244753218349e-08,3.37736011183946e-07,8.4490216114073
"236076_at",-0.813801899755092,2.70726105910744,-5.97214347050211,2.44873598788111e-08,3.38470998419131e-07,8.44651307459936
"231153_at",-0.545455270759613,2.95022613883471,-5.97212057225237,2.44900095061012e-08,3.38470998419131e-07,8.44640751965442
"228832_at",-1.41398673335747,5.94005017634711,-5.97157659900549,2.45530372305246e-08,3.39256333226923e-07,8.44390000930849
"244078_at",0.865028347386312,3.7368781014876,5.97144259632914,2.45685879652187e-08,3.39385433804531e-07,8.44328232668563
"220058_at",-0.999218137811651,3.0678162662562,-5.97097289397814,2.46231724005067e-08,3.40053536498536e-07,8.44111730217571
"228440_at",1.17620453181222,4.41943687620661,5.96951951532297,2.47928263822316e-08,3.42310046072857e-07,8.43441874646256
"223349_s_at",-2.39185681768778,6.9732926482562,-5.96659744364625,2.51374050824695e-08,3.46979960334264e-07,8.42095371228128
"242163_at",1.34825316486765,5.33520390038017,5.96593899095759,2.52156988239349e-08,3.47965041599115e-07,8.4179200243031
"224665_at",-1.25663880819231,7.68511880463636,-5.96589029093733,2.52214990371704e-08,3.47965041599115e-07,8.417695655953
"240939_x_at",0.834005224009618,3.69216054333884,5.96500768931741,2.532684506335e-08,3.49251848867194e-07,8.41362954817668
"201238_s_at",-1.45739135087839,8.59375461681818,-5.965001828383,2.53275460586817e-08,3.49251848867194e-07,8.41360254818818
"1565620_at",1.0002924983716,5.11269940496694,5.96434699006188,2.54059879657863e-08,3.50245182054807e-07,8.41058594749445
"1553349_at",0.973832267649321,4.15310389638017,5.96428117561138,2.54138849480494e-08,3.50265732174086e-07,8.41028277426966
"1555864_s_at",-1.00509607695588,9.13578150227273,-5.9641002154942,2.54356105283426e-08,3.50476815936777e-07,8.40944919365906
"209196_at",1.11415161276584,6.02339133728099,5.9621341597491,2.56728290587191e-08,3.53656318666029e-07,8.40039356989474
"212632_at",-1.76649425760521,7.42333266949587,-5.96188024055369,2.57036242526132e-08,3.53991349121317e-07,8.3992241393443
"236453_at",-1.25005622993156,3.76746788379339,-5.96161986501623,2.57352401550757e-08,3.54337510823159e-07,8.39802500189003
"221665_s_at",1.12328630029129,5.27825393713223,5.96084396717439,2.58296796899274e-08,3.55548272166863e-07,8.39445183787531
"212777_at",-0.684490730126132,2.91424517704132,-5.96004798197902,2.59269179845759e-08,3.56796939543591e-07,8.39078642859255
"222835_at",3.04140102813462,7.96004017545455,5.95893469326394,2.60635218690912e-08,3.58586577300594e-07,8.38566032098074
"224840_at",-2.14268410577319,8.83701533572727,-5.95852178086099,2.61143670211473e-08,3.59195727517291e-07,8.38375920857041
"235109_at",-1.48265678840498,4.3691795727438,-5.95830217812321,2.61414481146627e-08,3.59477785631082e-07,8.38274815267753
"1556568_a_at",1.48780562568099,6.32796409781818,5.95759114476975,2.62293211455661e-08,3.60595457287862e-07,8.37947467743271
"235168_at",1.39877310199265,5.86714819209917,5.95625177820687,2.63956355571496e-08,3.62790692329602e-07,8.37330903762241
"212766_s_at",1.50289947370022,8.43433300856198,5.95593373790283,2.64352798296444e-08,3.63244263555116e-07,8.37184508103471
"228185_at",-1.60008533991629,6.47865609006612,-5.95572073300424,2.64618639587686e-08,3.63518193956199e-07,8.37086463168477
"1566257_at",-1.25342517005317,4.44657543066116,-5.95565080658188,2.64705968680114e-08,3.63546818326683e-07,8.37054276850035
"215083_at",1.25559865227149,4.04371914793388,5.95476868434048,2.65810060105137e-08,3.64971497645615e-07,8.36648263794845
"219696_at",1.76193633133031,6.94527157533058,5.95402315971608,2.66746708224007e-08,3.66165610648948e-07,8.36305147673448
"205483_s_at",2.46443554443891,10.2835546512397,5.95394007364714,2.6685129492368e-08,3.66217232679523e-07,8.36266910040464
"235267_at",-0.148942491240384,2.34001619231405,-5.95330254201203,2.67655145641312e-08,3.6722823307249e-07,8.35973516658454
"218096_at",1.35307649202319,6.82329760941322,5.95312501021569,2.6787941500931e-08,3.67443728440392e-07,8.35891819182233
"206614_at",-0.656020272207015,3.25803951297521,-5.9527943837094,2.68297575417619e-08,3.67925004664117e-07,8.35739673324022
"218399_s_at",1.4077673755758,6.65636451458678,5.95241827187765,2.68774043134954e-08,3.68485978144524e-07,8.35566601840959
"229150_at",3.99878834623643,8.45965645121488,5.95177354316876,2.69592735774691e-08,3.69515738994264e-07,8.35269937477723
"228920_at",1.02663495050792,7.61406613484298,5.95104207148549,2.70524543391341e-08,3.70699985211067e-07,8.34933380406146
"211996_s_at",1.70795543724379,9.75883902380165,5.94998360813488,2.71878503270297e-08,3.72461968586908e-07,8.34446410998326
"209016_s_at",3.64729251632523,8.06155439082645,5.94885432143206,2.73330398670405e-08,3.74357203088788e-07,8.33926909448113
"214590_s_at",-0.947588504214367,3.47438058661983,-5.94803253521261,2.74391733754473e-08,3.75716705309937e-07,8.33548899762416
"231815_at",1.32898019841063,3.83663866383471,5.94772357381219,2.74791802959183e-08,3.76170301121516e-07,8.33406789335377
"204466_s_at",-1.1386107838914,3.37256427859504,-5.94744238128259,2.75156412727842e-08,3.76575140573085e-07,8.33277455001924
"239070_at",1.10147095924378,5.01228525182645,5.94681025788628,2.75977794709701e-08,3.77604752896719e-07,8.32986722320498
"222542_x_at",-0.412921013640835,2.46679172131405,-5.94590077848781,2.77163800685658e-08,3.79132619526853e-07,8.32568454588826
"232762_at",1.32505541673926,5.92122947518182,5.94449546610148,2.79006249072393e-08,3.81557445423538e-07,8.31922222433117
"242932_at",1.14929454069174,5.38021767940496,5.94421945076363,2.79369532614011e-08,3.81891165694398e-07,8.3179530665281
"233440_at",1.13732501149717,6.33692002271901,5.9441522127758,2.79458099699499e-08,3.81891165694398e-07,8.31764390152949
"225293_at",2.41628023852206,8.19368239199174,5.94415090862555,2.79459817822275e-08,3.81891165694398e-07,8.31763790497364
"218443_s_at",0.768494229947962,6.39665075394215,5.94351041401862,2.80304877846077e-08,3.82950254778467e-07,8.31469296109137
"239930_at",1.11915708120928,5.44756365603306,5.94320827531463,2.80704386459136e-08,3.83400258047796e-07,8.31330381078227
"217329_x_at",-0.752055226997732,7.85619816061157,-5.94221399396266,2.82023046707995e-08,3.85105146822169e-07,8.30873265006391
"205100_at",-1.2771215951561,4.90923532871901,-5.94177766128019,2.82603649863031e-08,3.85801611891665e-07,8.3067267624583
"225299_at",1.61936172922907,6.23611098943802,5.94077857824121,2.83937498668049e-08,3.87525779822157e-07,8.30213412686576
"229308_at",-1.77282046726018,3.85967368921488,-5.94057661694794,2.8420788215661e-08,3.87798002418584e-07,8.30120579184497
"226134_s_at",1.94143843201188,7.10381747266942,5.93996111472091,2.85033470423413e-08,3.88827469945112e-07,8.29837668069396
